Unnamed: 0,rating,review,Processed_Review,Sentiment
3678,1,Not for tge taste it was ok ok. But 1 for packaging.. As resturant iz taking packing chsrges but the packing was not sealed. Its very easy to take a sip nd close the lid.  How to ensure if someone taken a sip? And also my glass was to fully filled nd deliver also delayed. ,tge taste ok ok packaging resturant iz taking packing chsrges packing sealed easy take sip nd close lid ensure someone taken sip also glass fully filled nd deliver also delayed,POSITIVE
3679,2,"My order was picked up but when the delivery guy reached the my place he didn’t have my order, and making excuses and requesting me to cancel my order.(Even after waiting for over <br/>30min) didn’t expect such blunder from ZOMATO!! •!!And how could the restaurant not conform the delivery person!!•",order picked delivery guy reached place order making excuse requesting cancel order even waiting br min expect blunder zomato could restaurant conform delivery person,NEGATIVE
3680,1,not a thick shake it was a milk shake and it wasnt even cold..bad,thick shake milk shake wasnt even cold bad,POSITIVE
3681,5,not satisfied completely watery it's not thick shake ....it's just juice ,satisfied completely watery thick shake juice,POSITIVE
3682,1,"Must try, delicious thick shakes and waffles.<br/>You must definitely try this place once and the real fruit thick shakes are amazing...<br/>",must try delicious thick shake waffle br must definitely try place real fruit thick shake amazing br,POSITIVE
3683,5,This spot gives extraordinary service and yummy meals. One of my favourite restaurants around town. The meals served rapidly and the rates were reasonable. Highly recommended.,spot give extraordinary service yummy meal one favourite restaurant around town meal served rapidly rate reasonable highly recommended,POSITIVE
3684,5,too overpriced.. very small quantity ,overpriced small quantity,NEUTRAL
3685,4,Obvious compensation needed for the mess created. ,obvious compensation needed mess created,NEGATIVE
3686,4,The size of cheesecake was very small,size cheesecake small,NEUTRAL
3687,5,Love❤️,love,POSITIVE
3688,4,"The size of brownie is very small for its price, I expected to be atleast medium sized but its not worth the money, I will like to buy again only if the size is a bit bigger than what it is now, thanks",size brownie small price expected atleast medium sized worth money like buy size bit bigger thanks,POSITIVE
3689,4,,nan,NEUTRAL
3690,3,sadi hui brownie,sadi hui brownie,NEUTRAL
3691,3,not fresh,fresh,POSITIVE
3692,4,350 me pencake,pencake,NEUTRAL
3693,4,lovee the taste! but a little unhappy with the portion size. ,lovee taste little unhappy portion size,NEGATIVE
3694,5,"Visited the new branch a couple of weeks back and oh Blue Vanilla never fails to disappoint! From serving the best desserts, they are now serving best savoury and coffee! I have ordered multiple times from this place and never ever had a bad experience! Its a must must must go in Surat💗✨",visited new branch couple week back oh blue vanilla never fails disappoint serving best dessert serving best savoury coffee ordered multiple time place never ever bad experience must must must go surat,POSITIVE
3695,5,Taste is different nd not fresh,taste different nd fresh,POSITIVE
3696,5,"Loved the cheesecake, eclairs, brownies &amp; macaroons here. Quite fresh &amp; gooey. Something that you should try for sure! ",loved cheesecake eclair brownie amp macaroon quite fresh amp gooey something try sure,POSITIVE
3697,5,ok,ok,POSITIVE
3698,5,awesome taste and wonderful packaging .loved it do much ❤,awesome taste wonderful packaging loved much,POSITIVE
3699,5,The quantity was 20% less than promised.,quantity less promised,POSITIVE
3700,5,The packing was amazing 😍,packing amazing,POSITIVE
3701,1,"I have ordered a eggless cheese cake 🍰 for my friends Birthday on a very short notice, and they really made it out for me . Cake you simply delicious 😋 . Received the cake as expected. Thank you so much BV. I have found the my cake place know so will keep ordering from you. Thank you again and All the best ",ordered eggless cheese cake friend birthday short notice really made cake simply delicious received cake expected thank much bv found cake place know keep ordering thank best,POSITIVE
3702,2,Excellent french desserts in town. Biscoff eclair is the best. Wish they add more french desserts like Entremets. ,excellent french dessert town biscoff eclair best wish add french dessert like entremets,POSITIVE
3703,3,please refund me the money for this order,please refund money order,POSITIVE
3704,5,Delicious cheesecakes and macroons! Happily  Recommended to my family and friends. Best desserts ever!,delicious cheesecake macroons happily recommended family friend best dessert ever,POSITIVE
3705,2,"Packaging, food, everything is soo goood. Macaroons are really good. Even the Biscoff Eclair is great!",packaging food everything soo goood macaroon really good even biscoff eclair great,POSITIVE
3706,5,the brownies were hard and smaller then the previous order. I suggest the restaurant to work on there quality and portion size both. it was disappointing,brownie hard smaller previous order suggest restaurant work quality portion size disappointing,NEGATIVE
3707,5,Please keep up the excellent quality of your food always.<br/>Both items were very fresh and delectable.,please keep excellent quality food always br item fresh delectable,POSITIVE
3708,5,"Visited the outlet on a Sunday, loved the ambience and product range! The taste was way beyond my expectations, fresh and delicious. The staff is very helpful and courteous too<br/>",visited outlet sunday loved ambience product range taste way beyond expectation fresh delicious staff helpful courteous br,POSITIVE
3709,1,"My blueberry cheesecake slice was not in the best state when it reached, with the blueberry compote all over the packaging on top instead of on the cake. The taste too was not great, and the cake had a powdery texture, but the compote is nice. I have loved all my custom orders from Blue Vanilla, but I will probably not be ordering the ready-made baked goods from the studio anymore.",blueberry cheesecake slice best state reached blueberry compote packaging top instead cake taste great cake powdery texture compote nice loved custom order blue vanilla probably ordering ready made baked good studio anymore,POSITIVE
3710,1,"Macarons were very sweet. Apart from Coffee flavour, the sweetness of inner filling doesn't compliment the overall taste. Apart from that, it was delicious.",macarons sweet apart coffee flavour sweetness inner filling compliment overall taste apart delicious,POSITIVE
3711,2,a French patisserie in Surat thought it will be bit risky to order but it was worth the risk classic cheese cake and tiramisu choux was definitely really worth ordering once ,french patisserie surat thought bit risky order worth risk classic cheese cake tiramisu chou definitely really worth ordering,POSITIVE
3712,3,"It was not worth the money spent. Taste was average, and even the cake was not fresh. Too expensive for the quantity, quality &amp; taste that their cheese cakes offer",worth money spent taste average even cake fresh expensive quantity quality amp taste cheese cake offer,POSITIVE
3713,5,"It wasn’t worth at all, Nutella was for name sake, can’t even feel it was Nutella Cheesecake. Pathetic quantity and taste, sorry.",worth nutella name sake even feel nutella cheesecake pathetic quantity taste sorry,NEGATIVE
3714,3,"The cake looks good and fresh, but is too too sweet, could have been better",cake look good fresh sweet could better,POSITIVE
3715,5,"The cheesecake was just perfect.... Lip-smacking dessert, thankyou for this experience. ",cheesecake perfect lip smacking dessert thankyou experience,POSITIVE
3716,5,Biscoff Tart- it’s ok nothing “oh wow” factor ! If u have sweet tooth then you would like it ! But yes that biscuit crust is good and crispy !,biscoff tart ok nothing oh wow factor u sweet tooth would like yes biscuit crust good crispy,POSITIVE
3717,1,super,super,POSITIVE
3718,3,very bad and missing item ,bad missing item,NEGATIVE
3719,3,"I have place the ordered the kaju katli on 7:55 pm, as per time it has to deliver within 30-40 minutes, but it has very late, received items on 9:20 pm but i have missed the train due to the waiting of order, very poor service and very horrible, moreover that i have the called to  services provider for cancel thr order, he had rudely behave with me. next i will never order anything, also want to aware all of you, don't order anything. ",place ordered kaju katli pm per time deliver within minute late received item pm missed train due waiting order poor service horrible moreover called service provider cancel thr order rudely behave next never order anything also want aware order anything,NEGATIVE
3720,2,very nice ,nice,POSITIVE
3721,3,super ,super,POSITIVE
3722,4,WTH....these kind of sweet shop should be banned... totally spoilt my mood,wth kind sweet shop banned totally spoilt mood,NEUTRAL
3723,5,Worst experience with this restaurant,worst experience restaurant,NEGATIVE
3724,5,no supar,supar,NEUTRAL
3725,5,not crunchy like ghevar. it was not fresh. not tasty,crunchy like ghevar fresh tasty,POSITIVE
3726,5,<br/>good creators      <br/>Gooooooooooooooooooooooooooood,br good creator br gooooooooooooooooooooooooooood,POSITIVE
3727,4,very cold.. I clearly insteuxtedbtonwerve hot. pathetic service zomato,cold clearly insteuxtedbtonwerve hot pathetic service zomato,NEGATIVE
3728,3,good dilivary sarvice and fast dilivari very nice ,good dilivary sarvice fast dilivari nice,POSITIVE
3729,3,The food the really above expectations. Satisfactory 👍🏻<br/>,food really expectation satisfactory br,POSITIVE
3730,5,food is good.on time delivery 👍,food good time delivery,POSITIVE
3731,5,Very less quantity,less quantity,NEUTRAL
3732,4,Quantity can be better than this in full plate tastes awesome though,quantity better full plate taste awesome though,POSITIVE
3733,5,Chicken was half cooked ! Was tasteless,chicken half cooked tasteless,NEUTRAL
3734,4,Taste are diff with your every order<br/>so if u chinese lover find new one except this,taste diff every order br u chinese lover find new one except,POSITIVE
3735,5,quantity was good but tase was not good I am not satisfied with taste,quantity good tase good satisfied taste,POSITIVE
3736,1,worst packaging. whole item is spilled off. waste of my money,worst packaging whole item spilled waste money,NEGATIVE
3737,1,Poor quality third class item &amp; Too cold noodles &amp; not like eating &amp; Bad smile when open box,poor quality third class item amp cold noodle amp like eating amp bad smile open box,NEGATIVE
3738,5,"just they need to provide original puri instead of this puri ,I mean the fried puri.Flavoured water was very testy",need provide original puri instead puri mean fried puri flavoured water testy,POSITIVE
3739,5,"just average food. nothing special really. if no other options, then only go for this",average food nothing special really option go,NEGATIVE
3740,5,"The cheese balls were crispy, just as i like them. the amount of cheese and potato inside was good enough. And to top it all, the jalapeño dip was very tasty. ",cheese ball crispy like amount cheese potato inside good enough top jalapeño dip tasty,POSITIVE
3741,4,I excepted that the greeting card would be delivered physically. Not<br/>Just some digital text. Zomato tricked me :/,excepted greeting card would delivered physically br digital text zomato tricked,POSITIVE
3742,5,Very good quality of food and good customer service. Store team maintained very good hygiene standard of store ,good quality food good customer service store team maintained good hygiene standard store,POSITIVE
3743,5,bakwas services and foods ,bakwas service food,NEUTRAL
3744,5,excellent,excellent,POSITIVE
3745,5,the whole pizza was upside down .. hw am i to eat it?,whole pizza upside hw eat,NEUTRAL
3746,5,Delivery was late than expected time..<br/>Pizza was spicy,delivery late expected time br pizza spicy,NEUTRAL
3747,5,Very disappointed,disappointed,NEGATIVE
3748,5,Excellent,excellent,POSITIVE
3749,1,"its too wet,packing is worst ",wet packing worst,NEGATIVE
3750,2,superb!,superb,POSITIVE
3751,1,Thanks a lot 👍👍👍,thanks lot,POSITIVE
3752,5,not worth the money,worth money,POSITIVE
3753,1,delicious burger tender and crispy chicken,delicious burger tender crispy chicken,POSITIVE
3754,5,always best ,always best,POSITIVE
3755,1,best pasta i ever had👍🏼,best pasta ever,POSITIVE
3756,1,very delicious...<br/>No flavour add option... for that need to call  resturant..<br/>please add flavour add on option.,delicious br flavour add option need call resturant br please add flavour add option,POSITIVE
3757,1,always best,always best,POSITIVE
3758,1,Always a pleasure to order 😀,always pleasure order,POSITIVE
3759,4,Not worth the price n quantity!!!,worth price n quantity,POSITIVE
3760,1,vry bad spider was inside,vry bad spider inside,NEGATIVE
3761,2,The pizza was dead cold. Was expecting hot and Cheesy,pizza dead cold expecting hot cheesy,NEGATIVE
3762,5,"Always top notch taste, quality and freshness ✌",always top notch taste quality freshness,POSITIVE
3763,1,it was awesome 👌,awesome,POSITIVE
3764,5,roti quality not good at all not freash spoiled waste of money,roti quality good freash spoiled waste money,NEUTRAL
3765,5,लोगों को इतना गंदा खाना खिला के बीमार करोगे ऐसे खाना देते हैं पैसा आप इतना ले रहे हो और खान   इतना गंदा खाना दे रहे हो हमारे भाइयों से लोग से रिक्वेस्ट है कभी भी होटल से खाना ना मंगाए  आप बीमार पड़ सकते हैं,ल ग क इतन ग द ख न ख ल क ब म र कर ग ऐस ख न द त ह प स आप इतन ल रह ह और ख न इतन ग द ख न द रह ह हम र भ इय स ल ग स र क व स ट ह कभ भ ह टल स ख न न म ग ए आप ब म र पड सकत ह,NEUTRAL
3766,5,worst service with bad price athics!,worst service bad price athics,NEGATIVE
3767,3,good,good,POSITIVE
3768,5,i have order 3 butter tandoori they have given 2 paratha,order butter tandoori given paratha,NEUTRAL
3769,5,"it's like total waste of time and expectations.<br/>please improve your basics atleast, my cook can even better do things properly.",like total waste time expectation br please improve basic atleast cook even better thing properly,POSITIVE
3770,5,Bad taste. It is a potato curry and not sabudana khichdi,bad taste potato curry sabudana khichdi,NEGATIVE
3771,1,waste test ,waste test,NEGATIVE
3772,1,Isse acha khana roud pe laari pe milta he<br/>Isse acha me bhukha sojata<br/>Idharse kabhi mat mangwana<br/>Bekar,isse acha khana roud pe laari pe milta br isse acha bhukha sojata br idharse kabhi mat mangwana br bekar,NEUTRAL
3773,5,Delay on delivery. Not responding calls .,delay delivery responding call,NEGATIVE
3774,1,paneer ki sabji aur chana ki sabji mahak gai hii,paneer ki sabji aur chana ki sabji mahak gai hii,NEUTRAL
3775,1,Packing time me dhayan he nahi dete kawan sa item order hai<br/>Kawan sa pack karna hai<br/>Mera ye item missing ,packing time dhayan nahi dete kawan sa item order hai br kawan sa pack karna hai br mera ye item missing,NEGATIVE
3776,5,fast delivery ,fast delivery,NEUTRAL
3777,3,Very less suki bhaji according to two pc paratha,less suki bhaji according two pc paratha,NEUTRAL
3778,1,to good ,good,POSITIVE
3779,4,I've left more than half Food quality was not good at all,left half food quality good,POSITIVE
3780,5,all items delicious,item delicious,POSITIVE
3781,1,nice,nice,POSITIVE
3782,5,nyc,nyc,NEUTRAL
3783,2,special dal batti bs naam ki h na papad na tha na salad bati puri jali hui thi did like it.,special dal batti b naam ki h na papad na tha na salad bati puri jali hui thi like,POSITIVE
3784,4,cocroz for in 2 panjabi thali not a good food please refund ,cocroz panjabi thali good food please refund,POSITIVE
3785,5,super,super,POSITIVE
3786,5,no it was worst as i told without spicy but they served spicy<br/>i will never order to hotel shyam<br/>&amp; will delete zomato too,worst told without spicy served spicy br never order hotel shyam br amp delete zomato,NEGATIVE
3787,1,not good test ,good test,POSITIVE
3788,5,good food,good food,POSITIVE
3789,5,Very good,good,POSITIVE
3790,4,let delivery<br/>delivery boy pese mang raha tha,let delivery br delivery boy pese mang raha tha,NEUTRAL
3791,5,ordered kadhi khichdi but received dal rice in gujarati thali😠,ordered kadhi khichdi received dal rice gujarati thali,NEUTRAL
3792,4,good,good,POSITIVE
3793,5,best experience ,best experience,POSITIVE
3794,5,zomato delivery guy delivered food before time which was commendable and I would definitely recommend you service. ,zomato delivery guy delivered food time commendable would definitely recommend service,POSITIVE
3795,5,very googld personality,googld personality,NEUTRAL
3796,2,All Dal Dropped ,dal dropped,NEUTRAL
3797,4,good ,good,POSITIVE
3798,1,very nice service,nice service,POSITIVE
3799,5,food sweet and chach is almost 6 to 7 days old..very unhealthy food...don't order from this restaurant ,food sweet chach almost day old unhealthy food order restaurant,NEUTRAL
3800,4,good service,good service,POSITIVE
3801,2,as per price dish was not perfect and not good.<br/>I can't  take enjoy of this thalis food due to having bed.<br/>,per price dish perfect good br take enjoy thalis food due bed br,POSITIVE
3802,5,nyc,nyc,NEUTRAL
3803,5,nice ,nice,POSITIVE
3804,1,bakwas,bakwas,NEUTRAL
3805,5,the food was not fresh from paneer angara veg sabji..it was just yuck not worth it ,food fresh paneer angara veg sabji yuck worth,POSITIVE
3806,5,roti missing,roti missing,NEGATIVE
3807,3,superb .............................................,superb,POSITIVE
3808,5,so tasty,tasty,NEUTRAL
3809,1,this thali is not to good .non roti not prople.,thali good non roti prople,POSITIVE
3810,1,No butter/ghee on bajri rotla<br/>Bhindi was tasty <br/>Dal was okay not bad. Overall decent food except some blunders.,butter ghee bajri rotla br bhindi tasty br dal okay bad overall decent food except blunder,NEGATIVE
3811,5,Very disappointed with the quality and quantity in this rate compare to other thali very costly and not recommend to any body no butter milk in 189/- rupees dinner,disappointed quality quantity rate compare thali costly recommend body butter milk rupee dinner,NEGATIVE
3812,5,bajri rotlo not available in the packaging ands all food  are not  good very disappointing  salad and sabji bigdi hui thi,bajri rotlo available packaging ands food good disappointing salad sabji bigdi hui thi,NEGATIVE
3813,5,namak alag se diya thank you for that lekin khane mein aise bhi zyada tha.. didn't wanted to disrespect the food that's why i ate &amp; didn't throw it in garbage. <br/>i asked for Masala khichdi &amp; there was no masala it felt like hospital khichdi which doctors give to patients.. ,namak alag se diya thank lekin khane mein aise bhi zyada tha wanted disrespect food ate amp throw garbage br asked masala khichdi amp masala felt like hospital khichdi doctor give patient,POSITIVE
3814,5,bakvas food <br/>and pulav to kalka ho yesa tha<br/>koi food acha nai hai <br/>papad ke alava,bakvas food br pulav kalka ho yesa tha br koi food acha nai hai br papad ke alava,NEUTRAL
3815,3,not that good..<br/>roti is good...<br/>subji is not  testy<br/>rice and dal can be good...,good br roti good br subji testy br rice dal good,POSITIVE
3816,5,"well rajasthani thali was not in any manner rajasthani, not a single authentic rajasthani dish was there",well rajasthani thali manner rajasthani single authentic rajasthani dish,POSITIVE
3817,3,"very bad food  khichdee, sabjika to smyl Aaraha  tha",bad food khichdee sabjika smyl aaraha tha,NEGATIVE
3818,5,only syrup not original flavour of kiwi not written message on cake,syrup original flavour kiwi written message cake,POSITIVE
3819,3,i would like a partial refund ,would like partial refund,POSITIVE
3820,1,Cake is so youmm😋,cake youmm,NEUTRAL
3821,2,Delivery Boy Is Best😊 Thank You Zomato,delivery boy best thank zomato,POSITIVE
3822,1,It’s completely bad and not also good in taste.,completely bad also good taste,NEGATIVE
3823,5,Fast service &amp; good taste,fast service amp good taste,POSITIVE
3824,5,Good,good,POSITIVE
3825,5,cake deliver to me was damaged ,cake deliver damaged,NEGATIVE
3826,1,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3827,5,OSM,osm,NEUTRAL
3828,1,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3829,1,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3830,4,OSM,osm,NEUTRAL
3831,5,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3832,5,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3833,5,OSM,osm,NEUTRAL
3834,5,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3835,5,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3836,1,OSM,osm,NEUTRAL
3837,2,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3838,5,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3839,4,OSM,osm,NEUTRAL
3840,1,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3841,2,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3842,4,OSM,osm,NEUTRAL
3843,1,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3844,1,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3845,4,OSM,osm,NEUTRAL
3846,3,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3847,1,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3848,3,OSM,osm,NEUTRAL
3849,5,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3850,1,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3851,5,OSM,osm,NEUTRAL
3852,2,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3853,2,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3854,5,OSM,osm,NEUTRAL
3855,5,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3856,5,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3857,1,OSM,osm,NEUTRAL
3858,3,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3859,5,thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂,thank much zomato br nutty bunch cake br nice cake,POSITIVE
3860,5,OSM,osm,NEUTRAL
3861,5,"When the cake came , it was stinking of wet cardboard kind of smell!!I threw the box but even wen we cut it and tasted it…it was tasting plasticy and cardboard smell!!terrible !!ruined my fathers bday ",cake came stinking wet cardboard kind smell threw box even wen cut tasted tasting plasticy cardboard smell terrible ruined father bday,NEGATIVE
3862,2,"ice cream, not to be ordered on Zomato ",ice cream ordered zomato,NEUTRAL
3863,5,I don't like to say but i had very bad experience with this one. what mrp they're showing and at what price we're getting is two different things for them i think. i don't do business thing but i atleast know that the price we pay for any purchases we can only pay maximum retail price not more than that.,like say bad experience one mrp showing price getting two different thing think business thing atleast know price pay purchase pay maximum retail price,NEGATIVE
3864,5,Bhot khrab trst hai i thik ice cream bidg gyi hai,bhot khrab trst hai thik ice cream bidg gyi hai,NEUTRAL
3865,5,Your price 40 rupees n pay 60 why,price rupee n pay,NEGATIVE
3866,2,Very small portion. ,small portion,NEUTRAL
3867,5,product ke mrp 40rs print ha aur zomato pe 60 rs me sale ho raha ha ,product ke mrp r print ha aur zomato pe r sale ho raha ha,POSITIVE
3868,5,ok,ok,POSITIVE
3869,1,rate packet 40rs on box he frude say 70ml,rate packet r box frude say ml,NEUTRAL
3870,5,Price and quantity so poor,price quantity poor,NEGATIVE
3871,2,mrp is 40 still they are changing 60+ delivery charges<br/>not satisfied with hotels dishonesty,mrp still changing delivery charge br satisfied hotel dishonesty,POSITIVE
3872,5,Hiked prices are mentioned on the zomato and mrp is different. Zomato is also useless for the same.,hiked price mentioned zomato mrp different zomato also useless,NEGATIVE
3873,1,not Selling Good Cake Weast Of Money,selling good cake weast money,POSITIVE
3874,1,No thanks,thanks,POSITIVE
3875,3,best ever my child loved it,best ever child loved,POSITIVE
3876,1,very hard tea,hard tea,NEGATIVE
3877,1,The packing is good too,packing good,POSITIVE
3878,5,good ,good,POSITIVE
3879,2,i did ask them to give extra bournvita but they didnt gave,ask give extra bournvita didnt gave,NEUTRAL
3880,5,"best coffee in town !!!<br/>'must must try""",best coffee town br must must try,POSITIVE
3881,5,Good quantity and Good food only peach tea came insted of lemon tea rest all ok 👍🏻,good quantity good food peach tea came insted lemon tea rest ok,POSITIVE
3882,1,very disappointing,disappointing,NEGATIVE
3883,1,horrible executive service ,horrible executive service,NEGATIVE
3884,5,taste is not as regular surtea<br/><br/>you should have do better ,taste regular surtea br br better,POSITIVE
3885,1,i have asked for cheese Maggie n i got plain Maggie ,asked cheese maggie n got plain maggie,NEUTRAL
3886,1,ordered veg chees grilled sandwiche and I received without chees and not also lit grilled...,ordered veg chees grilled sandwiche received without chees also lit grilled,NEUTRAL
3887,5,Awesom taste 👌🏼👍🏻,awesom taste,NEUTRAL
3888,5,it was full of high lemon grass...<br/>tasting so bitter ,full high lemon grass br tasting bitter,NEGATIVE
3889,1,no,,NEUTRAL
3890,1,nice excellent 👍👍👍 testi coffee ☕☕,nice excellent testi coffee,POSITIVE
3891,5,cheese is very less ,cheese less,NEUTRAL
3892,5,packing of maggii is very poor half of the dish is dripped out,packing maggii poor half dish dripped,NEGATIVE
3893,1,"Very well packed tea in resealable pouch.  Tea and corn cheese toast tasted very good, made as per request! ",well packed tea resealable pouch tea corn cheese toast tasted good made per request,POSITIVE
3894,1,order not received as per listed in menu ,order received per listed menu,NEUTRAL
3895,5,too much spicy ,much spicy,NEUTRAL
3896,1,reasonable n perfect taste,reasonable n perfect taste,POSITIVE
3897,1,no test ,test,NEUTRAL
3898,5,my last order was too good. not satisfied with this items. sry,last order good satisfied item sry,POSITIVE
3899,1,Tea was not boiled properly..tasted really weird..I am a regular customer of surtea because of its consistency but this time it was not at all up to the mark,tea boiled properly tasted really weird regular customer surtea consistency time mark,NEGATIVE
3900,5,everything was done in oven.  it became so hard. tasteless and not worth,everything done oven became hard tasteless worth,POSITIVE
3901,5,test is best ,test best,POSITIVE
3902,4,aloopuri quality is not well at all but delivery boy was very friendly 🥰,aloopuri quality well delivery boy friendly,POSITIVE
3903,1,little bit spicy ,little bit spicy,NEUTRAL
3904,5,is this a joke with my order,joke order,POSITIVE
3905,1,it's not packed well.,packed well,POSITIVE
3906,4,good,good,POSITIVE
3907,4,superb test ,superb test,POSITIVE
3908,1,sev,sev,NEUTRAL
3909,5,Bekar,bekar,NEUTRAL
3910,5,Very good packing,good packing,POSITIVE
3911,5,awesome,awesome,POSITIVE
3912,4,excellent,excellent,POSITIVE
3913,1,I dont like this oder packing thikh nhi &amp; oder garam bhi nhi mila ,dont like oder packing thikh nhi amp oder garam bhi nhi mila,NEGATIVE
3914,5,bakvas,bakvas,NEUTRAL
3915,4,good,good,POSITIVE
3916,1,West of money in dabeli. as compared to money no test in dabeli. no test.,west money dabeli compared money test dabeli test,NEUTRAL
3917,5,its too dry..bread was also not seems to be fresh.bread was falling apart,dry bread also seems fresh bread falling apart,POSITIVE
3918,4,We ordered mushroom veloute &amp; manchow soup both were amazing &amp; in pesto paneer tikka &amp; masala papad  were also good .For main course paneer tikka masala &amp; butter roti &amp; naan were nice . Tadkewali dal was best &amp; quantity of dal &amp; rice was also good . Prices are worth it as per ambience &amp; area  &amp; food quality.  ,ordered mushroom veloute amp manchow soup amazing amp pesto paneer tikka amp masala papad also good main course paneer tikka masala amp butter roti amp naan nice tadkewali dal best amp quantity dal amp rice also good price worth per ambience amp area amp food quality,POSITIVE
3919,5,Overall biryani was good only,overall biryani good,POSITIVE
3920,5,Forgot to send cutlery ,forgot send cutlery,NEUTRAL
3921,5,Horrible smell from the food,horrible smell food,NEGATIVE
3922,4,excessive time,excessive time,NEUTRAL
3923,1,This was my second time experiencing your delicious menu and in future I look forward to it,second time experiencing delicious menu future look forward,POSITIVE
